"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0D650","2020-02-01 00:00:00","97.000","61.000","2.000","10.200","0.650","1012.400","","0.000","-99.000","-99.000","-99.000","14.700","","8.800",""
"C0K510","2020-02-01 00:00:00","10.000","52.000","1.600","10.400","0.750","1020.900","","0.000","-99.000","-99.000","-99.000","18.800","","9.700",""
"C0V360","2020-02-01 00:00:00","94.000","0.000","0.200","7.600","0.950","1011.400","","0.000","-99.000","-99.000","-99.000","23.300","","4.400",""
"C0M780","2020-02-01 00:00:00","30.000","38.000","0.800","10.600","0.750","1019.700","","0.000","-99.000","-99.000","-99.000","20.500","","7.400",""
"C0K530","2020-02-01 00:00:00","12.000","63.000","1.700","11.400","0.690","1021.300","","0.000","-99.000","-99.000","-99.000","17.500","","11.100",""
"C0V750","2020-02-01 00:00:00","50.000","29.000","1.600","13.700","0.680","1017.800","","0.000","-99.000","-99.000","-99.000","20.400","","9.300",""
"C0M830","2020-02-01 00:00:00","540.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T790","2020-02-01 00:00:00","2830.000","277.000","1.500","-2.400","0.220","724.800","","0.000","-99.000","-99.000","-99.000","8.700","","-4.100",""
"C0F0D0","2020-02-01 00:00:00","3171.000","257.000","0.700","-5.300","0.200","694.600","","0.000","-99.000","-99.000","-99.000","3.400","","-5.800",""
"C0F9X0","2020-02-01 00:00:00","166.000","357.000","0.800","10.600","0.730","1003.000","","0.000","-99.000","-99.000","-99.000","17.000","","9.100",""
"C0F9Q0","2020-02-01 00:00:00","149.000","134.000","3.000","9.700","0.790","1004.100","","0.000","-99.000","-99.000","-99.000","19.200","","8.400",""
"C0E780","2020-02-01 00:00:00","160.000","177.000","0.300","7.200","0.870","1004.500","","0.000","-99.000","-99.000","-99.000","17.900","","7.200",""
"C0SA80","2020-02-01 00:00:00","136.000","249.000","0.600","11.300","0.860","1008.100","","0.000","-99.000","-99.000","-99.000","18.400","","10.600",""
"C0U960","2020-02-01 00:00:00","1885.000","235.000","1.500","-1.400","1.000","816.600","","0.000","-99.000","-99.000","-99.000","6.600","","-5.700",""
"C0T9E0","2020-02-01 00:00:00","415.000","0.000","0.000","9.800","0.820","977.000","","0.000","-99.000","-99.000","-99.000","14.500","","8.600",""
"C0D550","2020-02-01 00:00:00","1956.000","193.000","0.300","2.400","0.370","812.500","","0.000","-99.000","-99.000","-99.000","8.000","","-3.300",""
"C0C630","2020-02-01 00:00:00","209.000","85.000","2.000","9.000","0.680","999.400","","0.000","-99.000","-99.000","-99.000","14.200","","6.400",""
"C0AI30","2020-02-01 00:00:00","26.000","76.000","3.600","11.800","0.660","1022.800","","0.000","-99.000","-99.000","-99.000","15.100","","8.800",""
"C0A9E0","2020-02-01 00:00:00","26.000","151.000","0.400","11.200","0.620","1022.700","","0.000","-99.000","-99.000","-99.000","16.400","","8.400",""
"C0R590","2020-02-01 00:00:00","72.000","8.000","1.700","12.400","0.850","1014.000","","0.000","-99.000","-99.000","-99.000","21.200","","9.200",""
"C0G820","2020-02-01 00:00:00","29.000","0.000","0.100","8.600","0.870","1019.800","","0.000","-99.000","-99.000","-99.000","21.100","","4.400",""
"C0U600","2020-02-01 00:00:00","10.000","323.000","0.800","9.700","0.760","1023.900","","0.000","-99.000","-99.000","-99.000","16.600","","7.300",""
"C0U910","2020-02-01 00:00:00","17.000","282.000","0.700","12.500","0.650","1023.500","","0.000","-99.000","-99.000","-99.000","15.400","","9.400",""
"C0X300","2020-02-01 00:00:00","70.000","78.000","0.300","9.200","0.940","1014.200","","0.000","-99.000","-99.000","-99.000","21.000","","5.400",""
"C0U970","2020-02-01 00:00:00","7.000","318.000","0.400","10.100","0.750","1026.000","","0.000","-99.000","-99.000","-99.000","15.800","","8.200",""
"C0R340","2020-02-01 00:00:00","230.000","18.000","1.300","11.400","0.850","995.900","","0.000","-99.000","-99.000","-99.000","20.200","","11.300",""
"C0M750","2020-02-01 00:00:00","10.000","24.000","2.400","11.600","0.690","1021.600","","0.000","-99.000","-99.000","-99.000","18.400","","10.200",""
"C0I110","2020-02-01 00:00:00","161.000","148.000","0.600","10.000","0.890","1004.600","","0.000","-99.000","-99.000","-99.000","19.700","","5.900",""
"C0V370","2020-02-01 00:00:00","74.000","44.000","0.400","9.500","0.950","1014.700","","0.000","-99.000","-99.000","-99.000","21.600","","4.800",""
"C0C690","2020-02-01 00:00:00","242.000","147.000","1.400","9.000","0.650","994.800","","0.000","-99.000","-99.000","-99.000","14.100","","7.000",""
"C0A540","2020-02-01 00:00:00","401.000","0.000","0.000","4.500","0.980","976.800","","0.000","-99.000","-99.000","-99.000","13.400","","2.000",""
"C0SA60","2020-02-01 00:00:00","6.000","339.000","1.900","13.500","0.710","1022.800","","0.000","-99.000","-99.000","-99.000","19.900","","12.700",""
"C0H950","2020-02-01 00:00:00","192.000","0.000","0.000","7.400","0.990","1000.800","","0.000","-99.000","-99.000","-99.000","19.900","","2.900",""
"C0O960","2020-02-01 00:00:00","112.000","44.000","1.000","10.800","0.850","1009.400","","0.000","-99.000","-99.000","-99.000","21.600","","7.200",""
"C0E880","2020-02-01 00:00:00","507.000","88.000","2.200","9.400","0.740","962.900","","0.000","-99.000","-99.000","-99.000","15.700","","7.100",""
"C0S890","2020-02-01 00:00:00","238.000","321.000","0.500","10.800","0.880","999.800","","0.000","-99.000","-99.000","-99.000","16.700","","10.800",""
"C0T820","2020-02-01 00:00:00","550.000","0.000","0.000","9.700","0.770","964.400","","0.000","-99.000","-99.000","-99.000","15.200","","5.300",""
"C0F9I0","2020-02-01 00:00:00","194.000","62.000","0.700","10.000","0.750","999.000","","0.000","-99.000","-99.000","-99.000","16.900","","9.000",""
"C0C650","2020-02-01 00:00:00","208.000","41.000","1.100","7.900","0.710","999.200","","0.000","-99.000","-99.000","-99.000","13.800","","4.500",""
"C0R600","2020-02-01 00:00:00","766.000","78.000","1.600","11.600","0.780","933.700","","0.000","-99.000","-99.000","-99.000","16.500","","10.200",""
"C0Z320","2020-02-01 00:00:00","646.000","229.000","0.900","7.100","0.970","949.000","","0.000","-99.000","-99.000","-99.000","13.200","","6.800",""
"C0V210","2020-02-01 00:00:00","734.000","51.000","0.300","8.600","0.750","939.300","","0.000","-99.000","-99.000","-99.000","19.000","","2.900",""
"C0K240","2020-02-01 00:00:00","1132.000","341.000","1.700","7.200","0.750","896.800","","0.000","-99.000","-99.000","-99.000","14.500","","4.900",""
"C0M520","2020-02-01 00:00:00","15.000","39.000","1.300","10.400","0.760","1020.600","","0.000","-99.000","-99.000","-99.000","19.400","","7.100",""
"C0A530","2020-02-01 00:00:00","300.000","38.000","1.700","-99.000","0.990","989.800","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0E820","2020-02-01 00:00:00","220.000","192.000","0.600","5.500","0.920","997.500","","0.000","-99.000","-99.000","-99.000","15.900","","2.300",""
"C0G760","2020-02-01 00:00:00","53.000","0.000","0.200","9.100","0.990","1019.300","","0.000","-99.000","-99.000","-99.000","20.400","","4.600",""
"CM0120","2020-02-01 00:00:00","4.000","49.000","3.900","12.700","0.620","1022.200","","0.000","-99.000","-99.000","-99.000","16.900","","11.700",""
"C0Z290","2020-02-01 00:00:00","946.000","0.000","0.000","7.800","0.710","916.400","","0.000","-99.000","-99.000","-99.000","9.200","","4.500",""
"C0V680","2020-02-01 00:00:00","40.000","0.000","0.000","13.600","0.740","1017.600","","0.000","-99.000","-99.000","-99.000","19.400","","8.700",""
"C0F9U0","2020-02-01 00:00:00","74.000","48.000","0.700","12.300","0.630","1013.700","","0.000","-99.000","-99.000","-99.000","20.000","","10.500",""
"C0AI10","2020-02-01 00:00:00","76.000","192.000","0.400","8.600","0.880","1015.100","","0.000","-99.000","-99.000","-99.000","15.400","","6.700",""
"C0V530","2020-02-01 00:00:00","34.000","71.000","0.400","12.000","0.780","1018.200","","0.000","-99.000","-99.000","-99.000","20.100","","6.500",""
"C0R550","2020-02-01 00:00:00","38.000","44.000","2.300","13.000","0.860","1018.900","","0.000","-99.000","-99.000","-99.000","20.800","","7.500",""
"C0F9L0","2020-02-01 00:00:00","253.000","50.000","1.000","10.800","0.710","992.300","","0.000","-99.000","-99.000","-99.000","17.500","","7.600",""
"C0A950","2020-02-01 00:00:00","60.000","17.000","1.900","13.000","0.550","1018.200","","0.000","-99.000","-99.000","-99.000","13.900","","12.400",""
"C0R160","2020-02-01 00:00:00","45.000","20.000","1.300","12.000","0.990","1016.600","","0.000","-99.000","-99.000","-99.000","22.200","","7.700",""
"C0F9S0","2020-02-01 00:00:00","43.000","354.000","1.200","11.200","0.670","1018.100","","0.000","-99.000","-99.000","-99.000","19.800","","7.000",""
"C0M820","2020-02-01 00:00:00","980.000","0.000","0.000","6.200","0.740","911.200","","0.000","-99.000","-99.000","-99.000","14.700","","3.400",""
"C0G870","2020-02-01 00:00:00","12.000","48.000","0.600","10.400","0.680","1022.400","","0.000","-99.000","-99.000","-99.000","18.000","","10.400",""
"C0AH10","2020-02-01 00:00:00","30.000","125.000","1.800","11.000","0.670","-99.000","","0.000","-99.000","-99.000","-99.000","15.200","","8.400",""
"C0R680","2020-02-01 00:00:00","13.000","44.000","3.000","17.400","0.620","1021.400","","0.000","-99.000","-99.000","-99.000","20.000","","16.600",""
"C0X210","2020-02-01 00:00:00","38.000","28.000","0.800","11.700","0.830","1016.400","","0.000","-99.000","-99.000","-99.000","21.500","","7.500",""
"C0D430","2020-02-01 00:00:00","87.000","0.000","0.000","6.800","0.910","1012.200","","0.000","-99.000","-99.000","-99.000","17.800","","6.800",""
"C0AD30","2020-02-01 00:00:00","20.000","113.000","1.200","11.800","0.610","1019.900","","0.000","-99.000","-99.000","-99.000","15.900","","8.900",""
"C0R240","2020-02-01 00:00:00","87.000","98.000","0.400","13.100","0.730","1011.800","","0.000","-99.000","-99.000","-99.000","22.200","","7.200",""
"C0V630","2020-02-01 00:00:00","19.000","0.000","0.200","13.700","0.680","1022.600","","0.000","-99.000","-99.000","-99.000","19.200","","9.500",""
"C0T960","2020-02-01 00:00:00","120.000","0.000","0.100","11.200","1.000","1010.600","","0.000","-99.000","-99.000","-99.000","17.900","","10.400",""
"C0UA50","2020-02-01 00:00:00","808.000","309.000","1.300","4.600","0.990","931.500","","0.000","-99.000","-99.000","-99.000","12.700","","3.000",""
"C0U860","2020-02-01 00:00:00","5.000","296.000","0.500","9.600","0.750","1025.400","","0.000","-99.000","-99.000","-99.000","17.600","","9.100",""
"C0F0C0","2020-02-01 00:00:00","983.000","0.000","0.200","8.400","0.680","909.800","","0.000","-99.000","-99.000","-99.000","16.100","","3.000",""
"C0D480","2020-02-01 00:00:00","223.000","0.000","0.000","8.800","0.780","996.100","","0.000","-99.000","-99.000","-99.000","18.400","","4.300",""
"C0K291","2020-02-01 00:00:00","8.000","28.000","1.900","10.900","0.750","1022.200","","0.000","-99.000","-99.000","-99.000","18.100","","10.400",""
"C0X170","2020-02-01 00:00:00","50.000","54.000","1.200","11.000","0.870","1016.200","","0.000","-99.000","-99.000","-99.000","21.100","","7.200",""
"C0AH30","2020-02-01 00:00:00","755.000","85.000","2.800","6.900","0.880","937.300","","0.000","-99.000","-99.000","-99.000","10.000","","5.400",""
"C0R130","2020-02-01 00:00:00","1040.000","75.000","2.500","7.100","0.700","902.200","","0.000","-99.000","-99.000","-99.000","18.900","","5.800",""
"C0M790","2020-02-01 00:00:00","15.000","46.000","1.300","11.100","0.680","1019.900","","0.000","-99.000","-99.000","-99.000","20.200","","7.600",""
"C0C590","2020-02-01 00:00:00","72.000","54.000","1.400","9.100","0.710","1015.000","","0.000","-99.000","-99.000","-99.000","16.200","","6.500",""
"C0G780","2020-02-01 00:00:00","27.000","352.000","0.800","10.900","0.690","1019.100","","0.000","-99.000","-99.000","-99.000","19.000","","9.600",""
"C0V660","2020-02-01 00:00:00","25.000","46.000","0.700","14.100","0.660","1020.700","","0.000","-99.000","-99.000","-99.000","20.000","","8.500",""
"C0F9R0","2020-02-01 00:00:00","20.000","47.000","0.800","10.400","0.720","1021.500","","0.000","-99.000","-99.000","-99.000","17.300","","10.400",""
"C0W130","2020-02-01 00:00:00","18.000","30.000","4.800","14.900","0.590","1019.900","","0.000","9.800","37.000","","17.100","","14.000",""
"C0C700","2020-02-01 00:00:00","151.000","83.000","2.800","10.100","0.630","1006.600","","0.000","-99.000","-99.000","-99.000","14.700","","7.500",""
"C0R100","2020-02-01 00:00:00","1006.000","258.000","1.100","6.700","0.750","908.500","","0.000","-99.000","-99.000","-99.000","15.700","","5.000",""
"C0X120","2020-02-01 00:00:00","28.000","346.000","1.800","12.100","0.810","1020.800","","0.000","-99.000","-99.000","-99.000","20.600","","8.300",""
"C0R670","2020-02-01 00:00:00","26.000","55.000","2.000","17.000","0.540","1020.600","","0.000","-99.000","-99.000","-99.000","20.200","","15.600",""
"CM0130","2020-02-01 00:00:00","11.000","10.000","2.300","13.300","0.660","1022.300","","0.000","-99.000","-99.000","-99.000","17.500","","10.600",""
"C0AC70","2020-02-01 00:00:00","71.000","83.000","1.200","10.700","0.660","1016.200","","0.000","-99.000","-99.000","-99.000","15.500","","7.700",""
"CM0100","2020-02-01 00:00:00","25.000","98.000","1.600","10.900","0.590","1021.300","","0.000","-99.000","-99.000","-99.000","15.900","","7.800",""
"C0X050","2020-02-01 00:00:00","25.000","329.000","0.600","10.600","0.940","1018.700","","0.000","-99.000","-99.000","-99.000","21.500","","6.100",""
"C0K580","2020-02-01 00:00:00","26.000","0.000","0.200","9.800","0.840","1021.400","","0.000","-99.000","-99.000","-99.000","20.000","","5.100",""
"C0G650","2020-02-01 00:00:00","34.000","0.000","0.000","9.600","0.990","1018.600","","0.000","-99.000","-99.000","-99.000","21.200","","5.400",""
"C0T9B0","2020-02-01 00:00:00","558.000","272.000","1.700","9.000","0.790","960.200","","0.000","-99.000","-99.000","-99.000","14.200","","7.100",""
"C0E850","2020-02-01 00:00:00","104.000","0.000","0.200","6.100","0.930","1010.800","","0.000","-99.000","-99.000","-99.000","17.100","","5.900",""
"C0S990","2020-02-01 00:00:00","409.000","20.000","2.500","13.100","0.640","976.200","","0.000","-99.000","-99.000","-99.000","16.000","","11.100",""
"C0X240","2020-02-01 00:00:00","394.000","192.000","0.700","7.900","0.900","977.100","","0.000","-99.000","-99.000","-99.000","18.400","","4.100",""
"C0I090","2020-02-01 00:00:00","910.000","194.000","0.800","7.800","0.820","918.600","","0.000","-99.000","-99.000","-99.000","13.900","","4.300",""
"C0I490","2020-02-01 00:00:00","1601.000","88.000","3.400","2.000","0.780","844.800","","0.000","-99.000","-99.000","-99.000","14.300","","2.000",""
"C0G840","2020-02-01 00:00:00","32.000","0.000","0.000","9.000","0.830","1018.600","","0.000","-99.000","-99.000","-99.000","20.700","","5.300",""
"C0V710","2020-02-01 00:00:00","34.000","29.000","1.100","16.000","0.620","1018.100","","0.000","-99.000","-99.000","-99.000","19.800","","11.200",""
"C0C680","2020-02-01 00:00:00","228.000","134.000","1.900","8.200","0.740","995.500","","0.000","-99.000","-99.000","-99.000","13.500","","6.300",""
"C0D360","2020-02-01 00:00:00","523.000","0.000","0.000","5.100","0.900","960.600","","0.000","-99.000","-99.000","-99.000","15.400","","1.800",""
"C0C710","2020-02-01 00:00:00","143.000","164.000","0.400","7.500","0.810","1008.100","","0.000","-99.000","-99.000","-99.000","15.400","","2.900",""
"C0Z190","2020-02-01 00:00:00","62.000","267.000","0.500","12.500","0.820","1017.100","","0.000","-99.000","-99.000","-99.000","16.900","","10.700",""
"C0Z020","2020-02-01 00:00:00","211.000","328.000","1.700","11.500","0.900","999.200","","0.000","-99.000","-99.000","-99.000","15.600","","10.400",""
"C0I380","2020-02-01 00:00:00","258.000","0.000","0.000","9.600","0.870","991.600","","0.000","-99.000","-99.000","-99.000","19.500","","5.100",""
"C0D560","2020-02-01 00:00:00","147.000","69.000","1.600","9.000","0.700","1006.700","","0.000","-99.000","-99.000","-99.000","17.200","","7.200",""
"C0Z220","2020-02-01 00:00:00","589.000","0.000","0.100","8.000","0.850","957.200","","0.000","-99.000","-99.000","-99.000","14.000","","4.600",""
"C0R220","2020-02-01 00:00:00","23.000","58.000","1.100","13.000","1.000","1020.200","","0.000","-99.000","-99.000","-99.000","20.200","","9.100",""
"C0A870","2020-02-01 00:00:00","685.000","91.000","6.400","7.800","0.900","942.200","","0.000","-99.000","-99.000","-99.000","10.600","","7.100",""
"C0V670","2020-02-01 00:00:00","20.000","4.000","1.800","15.000","0.630","1019.900","","0.000","-99.000","-99.000","-99.000","19.200","","9.600",""
"C0G770","2020-02-01 00:00:00","15.000","27.000","1.000","11.600","0.660","1020.800","","0.000","-99.000","-99.000","-99.000","18.800","","11.500",""
"C0C540","2020-02-01 00:00:00","46.000","74.000","1.700","8.000","0.750","1019.000","","0.000","-99.000","-99.000","-99.000","16.100","","6.600",""
"C0F9O0","2020-02-01 00:00:00","175.000","0.000","0.100","10.400","0.790","1001.600","","0.000","-99.000","-99.000","-99.000","19.400","","8.700",""
"C0Z230","2020-02-01 00:00:00","31.000","297.000","3.000","12.700","0.620","1022.500","","0.000","-99.000","-99.000","-99.000","15.900","","9.600",""
"C0U900","2020-02-01 00:00:00","63.000","283.000","0.300","11.400","0.690","1019.700","","0.000","-99.000","-99.000","-99.000","16.100","","7.400",""
"C0X200","2020-02-01 00:00:00","61.000","0.000","0.200","8.800","0.990","1015.300","","0.000","-99.000","-99.000","-99.000","20.400","","5.100",""
"C0G640","2020-02-01 00:00:00","17.000","0.000","0.100","9.700","0.720","1023.300","","0.000","-99.000","-99.000","-99.000","17.800","","9.700",""
"C0Z080","2020-02-01 00:00:00","298.000","351.000","0.700","9.800","0.910","989.400","","0.000","-99.000","-99.000","-99.000","16.200","","9.600",""
"C0U770","2020-02-01 00:00:00","5.000","305.000","3.400","11.100","0.720","1025.300","","0.000","-99.000","-99.000","-99.000","17.900","","9.500",""
"C0Z210","2020-02-01 00:00:00","126.000","185.000","0.300","11.800","0.960","1011.400","","0.000","-99.000","-99.000","-99.000","16.900","","10.700",""
"C0V690","2020-02-01 00:00:00","30.000","42.000","1.200","15.600","0.690","1019.700","","0.000","-99.000","-99.000","-99.000","18.800","","10.700",""
"C0M690","2020-02-01 00:00:00","33.000","41.000","0.300","11.400","0.830","1018.100","","0.000","-99.000","-99.000","-99.000","20.100","","7.100",""
"C0R440","2020-02-01 00:00:00","1654.000","127.000","1.300","3.600","0.830","837.700","","0.000","-99.000","-99.000","-99.000","6.500","","1.500",""
"C0F970","2020-02-01 00:00:00","145.000","102.000","1.700","10.000","0.760","1004.700","","0.000","-99.000","-99.000","-99.000","18.900","","8.400",""
"C0C490","2020-02-01 00:00:00","157.000","82.000","0.700","10.100","0.670","1005.300","","0.000","-99.000","-99.000","-99.000","17.500","","7.400",""
"C0X160","2020-02-01 00:00:00","26.000","13.000","1.600","13.500","0.750","1020.000","","0.000","-99.000","-99.000","-99.000","19.800","","9.700",""
"C0S760","2020-02-01 00:00:00","1621.000","352.000","1.100","2.600","0.920","843.500","","0.000","-99.000","-99.000","-99.000","4.100","","0.900",""
"C0O830","2020-02-01 00:00:00","127.000","119.000","0.900","10.500","0.990","1008.200","","0.000","-99.000","-99.000","-99.000","22.500","","6.100",""
"C0A9A0","2020-02-01 00:00:00","24.000","73.000","1.300","11.300","0.680","1022.200","","0.000","-99.000","-99.000","-99.000","15.000","","7.700",""
"C0AD50","2020-02-01 00:00:00","84.000","77.000","4.000","10.700","0.700","1014.600","","0.000","-99.000","-99.000","-99.000","14.900","","6.100",""
"C0G620","2020-02-01 00:00:00","110.000","264.000","1.600","8.400","0.900","1009.300","","0.000","-99.000","-99.000","-99.000","21.100","","4.100",""
"C0S660","2020-02-01 00:00:00","794.000","235.000","0.500","8.300","0.770","934.800","","0.000","-99.000","-99.000","-99.000","12.100","","6.900",""
"C0G900","2020-02-01 00:00:00","20.000","30.000","2.300","11.100","0.760","1019.100","","0.000","-99.000","-99.000","-99.000","16.900","","11.100",""
"C0AD40","2020-02-01 00:00:00","32.000","92.000","2.100","10.600","0.650","1020.600","","0.000","-99.000","-99.000","-99.000","15.300","","4.800",""
"C0UA00","2020-02-01 00:00:00","392.000","0.000","0.200","8.600","0.850","980.200","","0.000","-99.000","-99.000","-99.000","15.600","","1.900",""
"C0I080","2020-02-01 00:00:00","536.000","258.000","0.500","8.100","0.800","963.400","","0.000","-99.000","-99.000","-99.000","18.400","","4.100",""
"C0UA30","2020-02-01 00:00:00","1397.000","227.000","0.600","0.700","1.000","865.700","","0.000","-99.000","-99.000","-99.000","7.600","","-1.100",""
"C0Z270","2020-02-01 00:00:00","343.000","0.000","0.200","11.100","0.730","984.900","","0.000","-99.000","-99.000","-99.000","14.800","","9.800",""
"C0G750","2020-02-01 00:00:00","31.000","26.000","0.900","9.800","0.750","1020.100","","0.000","-99.000","-99.000","-99.000","18.600","","9.300",""
"C0A550","2020-02-01 00:00:00","422.000","0.000","0.000","2.100","1.000","975.900","","0.000","-99.000","-99.000","-99.000","11.700","","2.000",""
"C0G830","2020-02-01 00:00:00","27.000","9.000","0.900","10.100","0.770","1017.800","","0.000","-99.000","-99.000","-99.000","18.700","","8.400",""
"C0E810","2020-02-01 00:00:00","53.000","356.000","1.800","8.000","0.800","1017.900","","0.000","-99.000","-99.000","-99.000","18.000","","8.000",""
"C0R640","2020-02-01 00:00:00","21.000","59.000","3.100","15.400","0.790","1020.700","","0.000","-99.000","-99.000","-99.000","19.300","","10.200",""
"C0D580","2020-02-01 00:00:00","120.000","0.000","0.000","7.300","0.830","1009.400","","0.000","-99.000","-99.000","-99.000","17.700","","5.000",""
"C0M660","2020-02-01 00:00:00","40.000","36.000","2.600","10.900","0.730","1018.700","","0.000","-99.000","-99.000","-99.000","19.600","","7.100",""
"C0K330","2020-02-01 00:00:00","38.000","0.000","0.200","10.500","0.720","1018.100","","0.000","-99.000","-99.000","-99.000","19.600","","6.300",""
"C0E830","2020-02-01 00:00:00","37.000","45.000","1.500","10.400","0.660","1018.800","","0.000","-99.000","-99.000","-99.000","16.900","","10.400",""
"C0X290","2020-02-01 00:00:00","10.000","31.000","2.500","12.700","0.720","1021.700","","0.000","-99.000","-99.000","-99.000","18.200","","10.400",""
"C0U760","2020-02-01 00:00:00","22.000","278.000","0.400","11.400","0.710","1024.600","","0.000","-99.000","-99.000","-99.000","17.700","","8.200",""
"C0U780","2020-02-01 00:00:00","15.000","270.000","1.000","11.800","0.730","1024.500","","0.000","-99.000","-99.000","-99.000","16.200","","8.000",""
"C0H9C0","2020-02-01 00:00:00","3402.000","301.000","1.900","-6.400","0.120","671.800","","0.000","-99.000","-99.000","-99.000","-2.100","","-7.800",""
"C0V650","2020-02-01 00:00:00","28.000","27.000","2.300","13.600","0.690","1021.200","","0.000","-99.000","-99.000","-99.000","18.900","","8.700",""
"C0R720","2020-02-01 00:00:00","214.000","347.000","4.900","14.600","0.610","998.100","","0.000","-99.000","-99.000","-99.000","17.900","","13.600",""
"C0K470","2020-02-01 00:00:00","97.000","108.000","1.300","8.400","0.990","1011.200","","0.000","-99.000","-99.000","-99.000","19.800","","5.500",""
"C0T9N0","2020-02-01 00:00:00","261.000","62.000","1.000","11.200","0.890","994.800","","0.000","-99.000","-99.000","-99.000","16.400","","10.300",""
"CM0180","2020-02-01 00:00:00","313.000","28.000","0.500","11.000","0.730","987.000","","0.000","-99.000","-99.000","-99.000","21.500","","6.800",""
"C0Z070","2020-02-01 00:00:00","247.000","0.000","0.000","11.600","0.790","995.400","","0.000","-99.000","-99.000","-99.000","15.800","","10.300",""
"C0Z280","2020-02-01 00:00:00","224.000","0.000","0.100","11.900","0.840","1000.100","","0.000","-99.000","-99.000","-99.000","16.300","","10.400",""
"C0SA40","2020-02-01 00:00:00","200.000","296.000","0.600","11.500","0.790","1001.700","","0.000","-99.000","-99.000","-99.000","17.600","","10.300",""
"C0V440","2020-02-01 00:00:00","27.000","0.000","0.000","12.400","0.730","1018.900","","0.000","-99.000","-99.000","-99.000","21.100","","9.500",""
"C0R490","2020-02-01 00:00:00","49.000","7.000","2.200","13.400","0.740","1016.100","","0.000","-99.000","-99.000","-99.000","22.100","","9.600",""
"C0B010","2020-02-01 00:00:00","38.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X230","2020-02-01 00:00:00","29.000","6.000","1.000","10.100","0.830","1020.800","","0.000","-99.000","-99.000","-99.000","19.100","","6.800",""
"C0S770","2020-02-01 00:00:00","375.000","316.000","0.700","10.000","0.830","980.100","","0.000","-99.000","-99.000","-99.000","17.700","","9.300",""
"C0H890","2020-02-01 00:00:00","440.000","210.000","0.500","7.700","0.860","970.700","","0.000","-99.000","-99.000","-99.000","18.300","","3.300",""
"C0K480","2020-02-01 00:00:00","56.000","70.000","1.200","10.600","0.750","1016.000","","0.000","-99.000","-99.000","-99.000","19.100","","6.300",""
"C0R540","2020-02-01 00:00:00","17.000","31.000","1.700","14.500","0.730","1020.300","","0.000","-99.000","-99.000","-99.000","19.800","","9.200",""
"C0Z160","2020-02-01 00:00:00","124.000","0.000","0.000","11.900","0.810","1011.300","","0.000","-99.000","-99.000","-99.000","16.800","","10.700",""
"C0AH50","2020-02-01 00:00:00","275.000","93.000","3.100","-99.000","-99.000","991.500","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0F850","2020-02-01 00:00:00","379.000","0.000","0.200","7.700","0.880","978.300","","0.000","-99.000","-99.000","-99.000","17.700","","2.500",""
"C0G800","2020-02-01 00:00:00","15.000","29.000","1.800","9.500","0.750","1021.000","","0.000","-99.000","-99.000","-99.000","18.100","","9.500",""
"C0U890","2020-02-01 00:00:00","116.000","253.000","2.100","11.300","0.800","1013.000","","0.000","-99.000","-99.000","-99.000","15.200","","6.900",""
"C0F860","2020-02-01 00:00:00","2215.000","215.000","0.900","-1.000","0.680","781.600","","0.000","-99.000","-99.000","-99.000","7.800","","-1.400",""
"CM0170","2020-02-01 00:00:00","106.000","90.000","2.600","9.200","0.980","1011.500","","0.000","-99.000","-99.000","-99.000","19.300","","5.800",""
"C0B020","2020-02-01 00:00:00","86.000","81.000","1.100","12.200","0.550","1013.600","","0.000","-99.000","-99.000","-99.000","13.400","","11.800",""
"C0I390","2020-02-01 00:00:00","1184.000","99.000","2.100","4.300","0.730","891.000","","0.000","-99.000","-99.000","-99.000","14.600","","0.300",""
"C0T9D0","2020-02-01 00:00:00","7.000","246.000","0.300","10.400","0.850","1024.800","","0.000","-99.000","-99.000","-99.000","19.000","","7.700",""
"C0E520","2020-02-01 00:00:00","320.000","0.000","0.000","5.000","1.000","986.700","","0.000","-99.000","-99.000","-99.000","17.400","","1.000",""
"C0C460","2020-02-01 00:00:00","482.000","141.000","0.500","8.100","0.700","967.700","","0.000","-99.000","-99.000","-99.000","13.800","","4.300",""
"C0AI40","2020-02-01 00:00:00","37.000","74.000","2.200","12.400","0.530","1020.800","","0.000","-99.000","-99.000","-99.000","15.000","","8.600",""
"C0O930","2020-02-01 00:00:00","69.000","0.000","0.000","8.700","1.000","1015.800","","0.000","-99.000","-99.000","-99.000","22.200","","5.000",""
"C0T870","2020-02-01 00:00:00","135.000","0.000","0.000","9.000","0.950","1008.900","","0.000","-99.000","-99.000","-99.000","16.200","","7.500",""
"C0A920","2020-02-01 00:00:00","196.000","120.000","1.900","9.300","0.700","1000.600","","0.000","-99.000","-99.000","-99.000","13.600","","8.100",""
