"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0K520","2020-02-01 20:00:00","10.000","19.000","0.800","14.900","0.770","1020.200","","0.000","-99.000","-99.000","-99.000","20.000","","8.600",""
"C0Z200","2020-02-01 20:00:00","153.000","0.000","0.100","12.600","0.990","1008.200","","0.000","-99.000","-99.000","-99.000","16.900","","7.700",""
"C0V740","2020-02-01 20:00:00","60.000","312.000","0.900","16.700","0.610","1015.900","","0.000","-99.000","-99.000","-99.000","22.700","","9.400",""
"C0V790","2020-02-01 20:00:00","410.000","16.000","3.100","14.500","0.580","973.500","","0.000","-99.000","-99.000","-99.000","22.800","","10.000",""
"C0G860","2020-02-01 20:00:00","45.000","115.000","0.800","15.500","0.690","1015.500","","0.000","-99.000","-99.000","-99.000","21.600","","9.700",""
"C0F0A0","2020-02-01 20:00:00","3587.000","173.000","1.600","-6.600","0.830","660.200","","0.000","6.700","202.000","","-3.100","","-8.600",""
"C0Z250","2020-02-01 20:00:00","1124.000","297.000","0.500","7.100","0.990","897.300","","0.000","-99.000","-99.000","-99.000","12.500","","3.500",""
"C0K440","2020-02-01 20:00:00","35.000","344.000","1.800","14.800","0.750","1018.300","","0.000","-99.000","-99.000","-99.000","20.300","","8.000",""
"C0T900","2020-02-01 20:00:00","160.000","275.000","0.800","11.600","0.830","1005.000","","0.000","-99.000","-99.000","-99.000","17.100","","9.800",""
"C0F9V0","2020-02-01 20:00:00","525.000","176.000","1.800","11.400","0.790","966.800","","0.000","-99.000","-99.000","-99.000","18.600","","7.900",""
"C0UA20","2020-02-01 20:00:00","2619.000","214.000","4.500","-1.800","0.680","-99.000","","0.000","-99.000","-99.000","-99.000","7.200","","-3.300",""
"C0M850","2020-02-01 20:00:00","695.000","0.000","0.000","12.100","0.740","941.300","","0.000","-99.000","-99.000","-99.000","20.200","","7.300",""
"C0C620","2020-02-01 20:00:00","19.000","60.000","1.500","12.600","0.730","1021.000","","0.000","-99.000","-99.000","-99.000","18.300","","7.800",""
"C0I360","2020-02-01 20:00:00","300.000","52.000","1.300","14.100","0.650","986.300","","0.000","-99.000","-99.000","-99.000","19.700","","8.200",""
"C0M810","2020-02-01 20:00:00","1354.000","146.000","0.500","6.900","0.940","870.300","","0.000","-99.000","-99.000","-99.000","13.000","","4.300",""
"C0AC80","2020-02-01 20:00:00","40.000","89.000","2.500","13.000","0.700","1019.500","","0.000","-99.000","-99.000","-99.000","16.200","","6.900",""
"CM0140","2020-02-01 20:00:00","26.000","61.000","1.300","17.000","0.630","1022.100","","0.000","-99.000","-99.000","-99.000","20.200","","14.000",""
"C0SA20","2020-02-01 20:00:00","857.000","356.000","1.800","9.900","0.940","926.200","","0.000","-99.000","-99.000","-99.000","14.400","","7.600",""
"C0K490","2020-02-01 20:00:00","91.000","73.000","0.700","14.600","0.700","1010.900","","0.000","-99.000","-99.000","-99.000","20.900","","8.500",""
"C0V820","2020-02-01 20:00:00","441.000","0.000","0.200","10.400","0.910","973.000","","0.000","-99.000","-99.000","-99.000","21.500","","7.000",""
"C0S810","2020-02-01 20:00:00","65.000","36.000","1.000","16.100","0.740","1019.800","","0.000","-99.000","-99.000","-99.000","21.600","","11.400",""
"C0R580","2020-02-01 20:00:00","10.000","92.000","0.600","17.700","0.730","1020.800","","0.000","-99.000","-99.000","-99.000","22.200","","11.600",""
"C0Z330","2020-02-01 20:00:00","488.000","0.000","0.000","11.600","0.820","970.100","","0.000","-99.000","-99.000","-99.000","17.800","","8.300",""
"C0E590","2020-02-01 20:00:00","40.000","35.000","0.300","12.100","0.750","1017.300","","0.000","-99.000","-99.000","-99.000","19.500","","4.500",""
"C0D540","2020-02-01 20:00:00","227.000","68.000","0.600","10.000","0.860","997.500","","0.000","-99.000","-99.000","-99.000","18.700","","4.300",""
"C0K420","2020-02-01 20:00:00","42.000","14.000","1.800","14.700","0.720","1017.100","","0.000","-99.000","-99.000","-99.000","20.100","","8.000",""
"C0Z180","2020-02-01 20:00:00","34.000","263.000","0.300","15.900","0.700","1021.400","","0.000","-99.000","-99.000","-99.000","17.400","","12.700",""
"C0AD10","2020-02-01 20:00:00","27.000","33.000","0.600","13.200","0.650","1020.900","","0.000","-99.000","-99.000","-99.000","17.000","","8.900",""
"C0M720","2020-02-01 20:00:00","225.000","0.000","0.000","13.900","0.720","995.300","","0.000","-99.000","-99.000","-99.000","20.000","","10.900",""
"C0V450","2020-02-01 20:00:00","51.000","12.000","1.100","15.300","0.720","1015.700","","0.000","-99.000","-99.000","-99.000","23.300","","11.600",""
"C0R280","2020-02-01 20:00:00","242.000","62.000","2.800","16.700","0.770","994.800","","0.000","8.900","43.000","","19.200","","13.300",""
"C0E610","2020-02-01 20:00:00","850.000","198.000","0.600","9.900","0.650","926.000","","0.000","-99.000","-99.000","-99.000","14.900","","7.700",""
"C0V610","2020-02-01 20:00:00","22.000","24.000","0.400","16.800","0.610","1019.100","","0.000","-99.000","-99.000","-99.000","19.700","","10.300",""
"C0Z310","2020-02-01 20:00:00","59.000","339.000","0.600","15.000","0.770","1019.000","","0.000","-99.000","-99.000","-99.000","17.000","","11.900",""
"C0S700","2020-02-01 20:00:00","507.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T9G0","2020-02-01 20:00:00","605.000","27.000","1.000","10.100","1.000","957.000","","0.000","-99.000","-99.000","-99.000","13.700","","8.700",""
"C0U520","2020-02-01 20:00:00","517.000","0.000","0.000","9.500","0.990","967.800","","0.000","-99.000","-99.000","-99.000","13.900","","5.100",""
"C0E750","2020-02-01 20:00:00","62.000","21.000","1.100","13.800","0.630","1016.300","","0.000","-99.000","-99.000","-99.000","18.800","","6.400",""
"C0G660","2020-02-01 20:00:00","27.000","9.000","0.800","15.300","0.690","1020.600","","0.000","-99.000","-99.000","-99.000","21.200","","8.200",""
"C0W140","2020-02-01 20:00:00","21.000","67.000","3.300","12.900","0.730","1023.000","","0.000","-99.000","-99.000","-99.000","15.200","","9.800",""
"C0U720","2020-02-01 20:00:00","1260.000","22.000","0.700","5.700","1.000","893.900","","0.000","-99.000","-99.000","-99.000","10.300","","0.800",""
"C0R690","2020-02-01 20:00:00","248.000","18.000","1.700","16.900","0.760","993.000","","0.000","-99.000","-99.000","-99.000","20.100","","12.400",""
"C0X150","2020-02-01 20:00:00","18.000","1.000","1.500","15.700","0.740","1021.500","","0.000","-99.000","-99.000","-99.000","21.600","","9.100",""
"C0Z050","2020-02-01 20:00:00","830.000","0.000","0.000","9.600","0.850","931.700","","0.000","-99.000","-99.000","-99.000","13.000","","6.100",""
"C0I490","2020-02-01 20:00:00","1601.000","91.000","2.700","4.400","0.880","845.600","","0.000","-99.000","-99.000","-99.000","15.800","","1.900",""
"C0I090","2020-02-01 20:00:00","910.000","284.000","0.700","9.400","0.910","918.800","","0.000","-99.000","-99.000","-99.000","15.200","","7.300",""
"C0X240","2020-02-01 20:00:00","394.000","174.000","0.700","11.100","0.840","976.700","","0.000","-99.000","-99.000","-99.000","19.100","","7.200",""
"C0S990","2020-02-01 20:00:00","409.000","8.000","3.700","14.200","0.800","976.700","","0.000","-99.000","-99.000","-99.000","17.200","","12.600",""
"C0E850","2020-02-01 20:00:00","104.000","0.000","0.000","10.300","0.860","1010.500","","0.000","-99.000","-99.000","-99.000","19.200","","3.600",""
"C0T9B0","2020-02-01 20:00:00","558.000","277.000","1.200","11.300","0.810","961.100","","0.000","-99.000","-99.000","-99.000","13.400","","8.500",""
"C0G650","2020-02-01 20:00:00","34.000","0.000","0.000","15.100","0.770","1018.000","","0.000","-99.000","-99.000","-99.000","22.200","","7.600",""
"C0K580","2020-02-01 20:00:00","26.000","355.000","0.900","14.900","0.830","1020.500","","0.000","-99.000","-99.000","-99.000","21.300","","8.200",""
"C0X050","2020-02-01 20:00:00","25.000","45.000","0.700","15.300","0.790","1017.900","","0.000","-99.000","-99.000","-99.000","22.900","","7.800",""
"CM0100","2020-02-01 20:00:00","25.000","109.000","0.300","13.400","0.620","1020.800","","0.000","-99.000","-99.000","-99.000","17.800","","9.000",""
"CM0130","2020-02-01 20:00:00","11.000","8.000","3.800","16.700","0.640","1021.500","","0.000","-99.000","-99.000","-99.000","18.200","","11.400",""
"C0R670","2020-02-01 20:00:00","26.000","55.000","2.300","18.200","0.660","1020.400","","0.000","7.900","63.000","","21.100","","16.600",""
"C0X120","2020-02-01 20:00:00","28.000","352.000","2.200","15.500","0.750","1019.900","","0.000","-99.000","-99.000","-99.000","21.400","","9.800",""
"C0R100","2020-02-01 20:00:00","1006.000","326.000","0.700","8.900","0.830","908.700","","0.000","-99.000","-99.000","-99.000","16.000","","6.100",""
"C0C700","2020-02-01 20:00:00","151.000","77.000","2.000","13.000","0.640","1006.500","","0.000","7.400","66.000","","16.600","","9.300",""
"C0W130","2020-02-01 20:00:00","18.000","20.000","4.800","16.000","0.700","1019.500","","0.000","11.100","29.000","","18.700","","15.000",""
"C0F9R0","2020-02-01 20:00:00","20.000","46.000","2.300","14.700","0.700","1020.900","","0.000","-99.000","-99.000","-99.000","18.700","","8.100",""
"C0V660","2020-02-01 20:00:00","25.000","27.000","0.900","17.200","0.560","1020.000","","0.000","-99.000","-99.000","-99.000","22.300","","11.100",""
"C0G780","2020-02-01 20:00:00","27.000","10.000","1.500","15.200","0.670","1018.700","","0.000","-99.000","-99.000","-99.000","20.500","","9.200",""
"C0C590","2020-02-01 20:00:00","72.000","50.000","1.700","12.800","0.680","1014.900","","0.000","-99.000","-99.000","-99.000","17.200","","8.800",""
"C0M790","2020-02-01 20:00:00","15.000","11.000","1.300","15.300","0.690","1019.200","","0.000","-99.000","-99.000","-99.000","21.500","","9.000",""
"C0R130","2020-02-01 20:00:00","1040.000","66.000","2.700","10.000","0.720","902.400","","0.000","-99.000","-99.000","-99.000","19.600","","6.700",""
"C0AH30","2020-02-01 20:00:00","755.000","76.000","2.000","9.400","0.940","937.800","","0.000","-99.000","-99.000","-99.000","11.700","","7.000",""
"C0X170","2020-02-01 20:00:00","50.000","48.000","0.500","15.500","0.700","1015.500","","0.000","-99.000","-99.000","-99.000","22.500","","9.700",""
"C0K291","2020-02-01 20:00:00","8.000","9.000","1.600","14.500","0.830","1021.700","","0.000","-99.000","-99.000","-99.000","19.400","","9.000",""
"C0D480","2020-02-01 20:00:00","223.000","0.000","0.000","10.900","0.820","996.300","","0.000","-99.000","-99.000","-99.000","20.800","","7.600",""
"C0U860","2020-02-01 20:00:00","5.000","25.000","0.500","15.200","0.610","1025.200","","0.000","-99.000","-99.000","-99.000","18.800","","8.600",""
"C0UA50","2020-02-01 20:00:00","808.000","299.000","1.400","7.700","0.990","932.200","","0.000","-99.000","-99.000","-99.000","13.100","","3.500",""
"C0T960","2020-02-01 20:00:00","120.000","0.000","0.000","12.500","0.990","1011.100","","0.000","-99.000","-99.000","-99.000","18.700","","6.200",""
"C0SA80","2020-02-01 20:00:00","136.000","240.000","0.400","14.600","0.900","1008.200","","0.000","-99.000","-99.000","-99.000","19.700","","9.800",""
"C0E780","2020-02-01 20:00:00","160.000","0.000","0.100","12.100","0.750","1004.200","","0.000","-99.000","-99.000","-99.000","20.400","","5.300",""
"C0F9Q0","2020-02-01 20:00:00","149.000","0.000","0.000","13.100","0.770","1004.100","","0.000","-99.000","-99.000","-99.000","21.400","","7.700",""
"C0F9X0","2020-02-01 20:00:00","166.000","2.000","2.600","13.700","0.720","1002.600","","0.000","-99.000","-99.000","-99.000","18.500","","9.300",""
"C0F0D0","2020-02-01 20:00:00","3171.000","217.000","0.700","-3.200","0.660","696.200","","0.000","-99.000","-99.000","-99.000","4.200","","-5.500",""
"C0S730","2020-02-01 20:00:00","110.000","41.000","5.700","17.200","0.680","1011.200","","0.000","-99.000","-99.000","-99.000","19.200","","17.000",""
"C0T790","2020-02-01 20:00:00","2830.000","276.000","1.000","-1.400","0.700","726.300","","0.000","-99.000","-99.000","-99.000","10.400","","-3.000",""
"C0M830","2020-02-01 20:00:00","540.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0V750","2020-02-01 20:00:00","50.000","32.000","1.300","17.400","0.590","1017.000","","0.000","-99.000","-99.000","-99.000","22.200","","10.800",""
"C0K530","2020-02-01 20:00:00","12.000","39.000","2.100","15.500","0.770","1020.900","","0.000","-99.000","-99.000","-99.000","18.900","","9.200",""
"C0M780","2020-02-01 20:00:00","30.000","20.000","1.100","15.000","0.720","1018.900","","0.000","-99.000","-99.000","-99.000","21.600","","8.500",""
"C0K510","2020-02-01 20:00:00","10.000","11.000","1.500","14.900","0.760","1020.300","","0.000","-99.000","-99.000","-99.000","20.400","","8.700",""
"C0D650","2020-02-01 20:00:00","97.000","52.000","2.800","12.500","0.680","1012.200","","0.000","-99.000","-99.000","-99.000","16.600","","9.100",""
"C0V630","2020-02-01 20:00:00","19.000","17.000","1.100","16.400","0.650","1021.900","","0.000","-99.000","-99.000","-99.000","19.600","","11.200",""
"C0U910","2020-02-01 20:00:00","17.000","267.000","1.000","14.600","0.710","1023.400","","0.000","-99.000","-99.000","-99.000","16.800","","10.300",""
"C0U600","2020-02-01 20:00:00","10.000","306.000","0.600","13.700","0.740","1023.800","","0.000","-99.000","-99.000","-99.000","17.400","","8.700",""
"C0G820","2020-02-01 20:00:00","29.000","0.000","0.000","14.300","0.800","1019.300","","0.000","-99.000","-99.000","-99.000","22.200","","6.900",""
"C0R590","2020-02-01 20:00:00","72.000","333.000","0.700","17.700","0.560","1013.200","","0.000","-99.000","-99.000","-99.000","22.600","","10.300",""
"C0A9E0","2020-02-01 20:00:00","26.000","123.000","0.900","14.200","0.610","1022.400","","0.000","-99.000","-99.000","-99.000","17.800","","10.000",""
"C0R480","2020-02-01 20:00:00","57.000","318.000","0.400","17.600","0.600","1015.300","","0.000","-99.000","-99.000","-99.000","23.400","","10.600",""
"C0X300","2020-02-01 20:00:00","70.000","38.000","0.500","12.900","0.880","1013.500","","0.000","-99.000","-99.000","-99.000","22.200","","7.500",""
"C0U970","2020-02-01 20:00:00","7.000","331.000","1.000","14.700","0.620","1025.800","","0.000","-99.000","-99.000","-99.000","17.400","","8.800",""
"C0R340","2020-02-01 20:00:00","230.000","30.000","1.600","15.500","0.810","995.700","","0.000","-99.000","-99.000","-99.000","21.500","","10.400",""
"C0M750","2020-02-01 20:00:00","10.000","18.000","2.300","15.400","0.740","1020.900","","0.000","-99.000","-99.000","-99.000","19.300","","9.500",""
"C0I110","2020-02-01 20:00:00","161.000","57.000","1.200","15.200","0.730","1004.000","","0.000","-99.000","-99.000","-99.000","20.900","","8.500",""
"C0V370","2020-02-01 20:00:00","74.000","161.000","0.600","13.400","0.790","1013.900","","0.000","-99.000","-99.000","-99.000","23.300","","7.200",""
"C0C690","2020-02-01 20:00:00","242.000","141.000","1.300","11.800","0.650","995.100","","0.000","-99.000","-99.000","-99.000","15.900","","8.800",""
"C0A540","2020-02-01 20:00:00","401.000","0.000","0.000","9.700","0.870","977.100","","0.000","-99.000","-99.000","-99.000","14.200","","3.400",""
"C0SA60","2020-02-01 20:00:00","6.000","4.000","1.600","16.800","0.660","1023.100","","0.000","-99.000","-99.000","-99.000","21.000","","11.000",""
"C0H950","2020-02-01 20:00:00","192.000","0.000","0.000","11.600","0.900","1000.400","","0.000","-99.000","-99.000","-99.000","20.700","","5.100",""
"C0O960","2020-02-01 20:00:00","112.000","4.000","1.000","15.800","0.680","1008.700","","0.000","-99.000","-99.000","-99.000","22.600","","9.600",""
"C0E880","2020-02-01 20:00:00","507.000","56.000","2.500","11.200","0.810","963.100","","0.000","-99.000","-99.000","-99.000","18.000","","8.800",""
"C0AH10","2020-02-01 20:00:00","30.000","97.000","2.700","14.400","0.640","-99.000","","0.000","-99.000","-99.000","-99.000","17.100","","9.900",""
"C0R680","2020-02-01 20:00:00","13.000","47.000","2.900","19.800","0.660","1021.400","","0.000","10.200","76.000","","21.600","","17.000",""
"C0X210","2020-02-01 20:00:00","38.000","32.000","0.500","15.900","0.700","1015.700","","0.000","-99.000","-99.000","-99.000","21.700","","8.200",""
"C0D430","2020-02-01 20:00:00","87.000","0.000","0.000","10.400","0.890","1012.000","","0.000","-99.000","-99.000","-99.000","19.800","","3.400",""
"C0AD30","2020-02-01 20:00:00","20.000","85.000","1.500","14.800","0.600","1019.800","","0.000","-99.000","-99.000","-99.000","17.600","","10.600",""
"C0R240","2020-02-01 20:00:00","87.000","34.000","0.600","14.200","0.730","1011.400","","0.000","-99.000","-99.000","-99.000","24.200","","8.400",""
"C0AI30","2020-02-01 20:00:00","26.000","83.000","5.100","14.600","0.670","1022.400","","0.000","-99.000","-99.000","-99.000","16.300","","10.700",""
"C0U960","2020-02-01 20:00:00","1885.000","234.000","1.700","1.800","1.000","818.000","","0.000","-99.000","-99.000","-99.000","5.800","","-3.900",""
"C0T9E0","2020-02-01 20:00:00","415.000","31.000","0.900","12.100","0.870","977.700","","0.000","-99.000","-99.000","-99.000","14.600","","8.400",""
"C0D550","2020-02-01 20:00:00","1956.000","168.000","1.800","5.200","0.250","813.600","","0.000","-99.000","-99.000","-99.000","9.300","","2.400",""
"C0C630","2020-02-01 20:00:00","209.000","80.000","2.100","12.100","0.690","999.200","","0.000","-99.000","-99.000","-99.000","16.300","","7.200",""
"C0A560","2020-02-01 20:00:00","405.000","189.000","0.300","11.000","0.860","977.300","","0.000","-99.000","-99.000","-99.000","15.600","","3.700",""
"C0X190","2020-02-01 20:00:00","10.000","17.000","2.400","15.900","0.700","1020.500","","0.000","-99.000","-99.000","-99.000","20.000","","10.600",""
"C0S950","2020-02-01 20:00:00","415.000","231.000","0.900","13.000","0.890","976.000","","0.000","-99.000","-99.000","-99.000","16.500","","8.900",""
"C0A880","2020-02-01 20:00:00","6.000","295.000","0.700","13.100","0.730","1023.200","","0.000","-99.000","-99.000","-99.000","17.400","","6.700",""
"C0I530","2020-02-01 20:00:00","3014.000","-99.000","-99.000","-3.700","0.720","700.100","","0.000","-99.000","-99.000","-99.000","2.600","","-6.500",""
"C0M670","2020-02-01 20:00:00","43.000","353.000","1.300","15.700","0.710","1016.400","","0.000","-99.000","-99.000","-99.000","21.100","","8.500",""
"C0Z061","2020-02-01 20:00:00","174.000","90.000","0.600","13.500","0.900","1008.000","","0.000","-99.000","-99.000","-99.000","18.300","","8.300",""
"C0M730","2020-02-01 20:00:00","40.000","0.000","0.000","16.400","0.650","1016.500","","0.000","-99.000","-99.000","-99.000","23.000","","9.200",""
"C0U750","2020-02-01 20:00:00","398.000","72.000","2.900","11.500","0.760","977.600","","0.000","-99.000","-99.000","-99.000","12.500","","9.200",""
"C0A650","2020-02-01 20:00:00","287.000","0.000","0.000","9.000","0.990","991.400","","0.000","-99.000","-99.000","-99.000","13.800","","2.000",""
"C0K400","2020-02-01 20:00:00","65.000","349.000","0.900","15.500","0.720","1015.000","","0.000","-99.000","-99.000","-99.000","20.900","","8.900",""
"C0I370","2020-02-01 20:00:00","671.000","0.000","0.000","10.500","0.780","945.900","","0.000","-99.000","-99.000","-99.000","18.600","","4.400",""
"C0S750","2020-02-01 20:00:00","2280.000","0.000","0.000","1.000","1.000","775.900","","0.000","-99.000","-99.000","-99.000","8.000","","-3.000",""
"C0R650","2020-02-01 20:00:00","29.000","0.000","0.000","17.000","0.780","1020.200","","0.000","-99.000","-99.000","-99.000","23.300","","10.400",""
"C0E740","2020-02-01 20:00:00","27.000","45.000","0.500","13.300","0.710","1014.400","","0.000","-99.000","-99.000","-99.000","20.200","","3.700",""
"C0AI20","2020-02-01 20:00:00","25.000","78.000","4.200","-99.000","0.990","1022.400","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0E550","2020-02-01 20:00:00","84.000","0.000","0.100","11.600","0.830","1013.800","","0.000","-99.000","-99.000","-99.000","18.900","","4.600",""
"C0X060","2020-02-01 20:00:00","19.000","357.000","1.600","12.900","0.850","1021.500","","0.000","-99.000","-99.000","-99.000","22.500","","6.100",""
"C0R510","2020-02-01 20:00:00","31.000","317.000","0.900","18.300","0.570","1018.700","","0.000","-99.000","-99.000","-99.000","23.700","","12.300",""
"C0AC60","2020-02-01 20:00:00","55.000","80.000","2.700","13.800","0.600","1017.500","","0.000","-99.000","-99.000","-99.000","17.900","","8.200",""
"C0UA70","2020-02-01 20:00:00","547.000","39.000","4.500","9.700","0.850","962.000","","0.000","-99.000","-99.000","-99.000","13.700","","7.200",""
"C0G740","2020-02-01 20:00:00","24.000","0.000","0.000","15.300","0.690","1019.700","","0.000","-99.000","-99.000","-99.000","19.200","","9.100",""
"C0F9N0","2020-02-01 20:00:00","75.000","79.000","0.600","15.700","0.670","1013.300","","0.000","-99.000","-99.000","-99.000","21.900","","10.000",""
"C0F9T0","2020-02-01 20:00:00","111.000","312.000","1.300","14.200","0.690","1008.400","","0.000","-99.000","-99.000","-99.000","19.400","","9.300",""
"C0S710","2020-02-01 20:00:00","382.000","16.000","2.700","12.700","0.750","981.300","","0.000","-99.000","-99.000","-99.000","16.500","","8.200",""
"C0M680","2020-02-01 20:00:00","37.000","355.000","1.200","15.200","0.750","1019.300","","0.000","-99.000","-99.000","-99.000","21.700","","8.500",""
"C0X220","2020-02-01 20:00:00","26.000","25.000","2.200","15.200","0.710","1018.900","","0.000","-99.000","-99.000","-99.000","19.700","","9.000",""
"C0R560","2020-02-01 20:00:00","22.000","317.000","1.200","18.100","0.640","1019.900","","0.000","-99.000","-99.000","-99.000","23.400","","11.600",""
"C0F9P0","2020-02-01 20:00:00","26.000","35.000","2.000","14.500","0.700","1020.000","","0.000","-99.000","-99.000","-99.000","18.200","","8.100",""
"C0O970","2020-02-01 20:00:00","71.000","81.000","0.900","13.300","0.840","1014.200","","0.000","-99.000","-99.000","-99.000","23.900","","11.100",""
"C0R700","2020-02-01 20:00:00","19.000","80.000","2.800","18.400","0.590","1020.500","","0.000","11.400","75.000","","22.100","","15.700",""
"C0R620","2020-02-01 20:00:00","34.000","57.000","2.900","20.000","0.650","1019.100","","0.000","8.100","40.000","","21.500","","17.300",""
"C0C660","2020-02-01 20:00:00","176.000","41.000","1.900","12.800","0.680","1003.200","","0.000","-99.000","-99.000","-99.000","16.700","","9.500",""
"C0SA10","2020-02-01 20:00:00","411.000","354.000","0.300","13.100","0.830","977.100","","0.000","-99.000","-99.000","-99.000","21.300","","9.600",""
"C0M740","2020-02-01 20:00:00","15.000","6.000","1.100","14.800","0.760","1019.600","","0.000","-99.000","-99.000","-99.000","20.700","","8.300",""
"C0K460","2020-02-01 20:00:00","60.000","357.000","2.900","15.600","0.700","1014.000","","0.000","-99.000","-99.000","-99.000","20.600","","9.300",""
"C0X100","2020-02-01 20:00:00","10.000","4.000","1.800","16.700","0.590","1019.200","","0.000","-99.000","-99.000","-99.000","21.100","","11.500",""
"C0K560","2020-02-01 20:00:00","117.000","123.000","0.300","12.900","0.800","1008.900","","0.000","-99.000","-99.000","-99.000","21.300","","8.200",""
"C0R150","2020-02-01 20:00:00","105.000","83.000","1.300","16.400","0.640","1008.300","","0.000","-99.000","-99.000","-99.000","24.000","","13.000",""
"C0S690","2020-02-01 20:00:00","522.000","20.000","0.600","13.000","0.790","964.100","","-99.000","-99.000","-99.000","-99.000","19.500","","10.000",""
"C0U870","2020-02-01 20:00:00","474.000","299.000","0.300","10.500","0.740","971.000","","0.000","-99.000","-99.000","-99.000","14.600","","7.500",""
"C0A520","2020-02-01 20:00:00","48.000","55.000","3.500","14.300","0.630","1018.800","","0.000","-99.000","-99.000","-99.000","17.200","","10.100",""
"C0X130","2020-02-01 20:00:00","27.000","8.000","1.300","17.100","0.630","1018.200","","0.000","-99.000","-99.000","-99.000","22.600","","10.400",""
"C0V400","2020-02-01 20:00:00","56.000","83.000","1.300","17.300","0.600","1014.800","","0.000","-99.000","-99.000","-99.000","22.300","","10.900",""
"C0UA40","2020-02-01 20:00:00","1121.000","11.000","1.600","5.900","1.000","896.900","","0.000","-99.000","-99.000","-99.000","7.300","","2.400",""
"C0G720","2020-02-01 20:00:00","50.000","8.000","1.100","14.900","0.710","1015.800","","0.000","-99.000","-99.000","-99.000","20.100","","8.600",""
"C0G890","2020-02-01 20:00:00","24.000","28.000","3.100","15.100","0.670","1019.100","","0.000","-99.000","-99.000","-99.000","18.800","","8.800",""
"C0I540","2020-02-01 20:00:00","3344.000","-99.000","-99.000","-6.300","0.860","680.200","","-99.000","-99.000","-99.000","-99.000","-0.700","","-8.500",""
"C0K390","2020-02-01 20:00:00","31.000","21.000","1.700","15.200","0.740","1018.500","","0.000","-99.000","-99.000","-99.000","20.600","","8.900",""
"C0T9A0","2020-02-01 20:00:00","498.000","0.000","0.000","11.100","0.990","967.400","","0.000","-99.000","-99.000","-99.000","15.800","","7.300",""
"C0AH40","2020-02-01 20:00:00","426.000","19.000","3.400","11.600","0.810","973.100","","0.000","9.400","41.000","","13.300","","8.900",""
"C0X280","2020-02-01 20:00:00","22.000","39.000","3.000","15.100","0.730","1019.700","","0.000","-99.000","-99.000","-99.000","18.800","","9.000",""
"C0V620","2020-02-01 20:00:00","18.000","51.000","0.800","16.300","0.600","1019.700","","0.000","-99.000","-99.000","-99.000","20.400","","10.500",""
"C0H960","2020-02-01 20:00:00","120.000","219.000","1.300","15.500","0.690","1006.900","","0.000","-99.000","-99.000","-99.000","21.400","","7.900",""
"C0M530","2020-02-01 20:00:00","1385.000","73.000","0.700","6.600","0.940","872.800","","0.000","-99.000","-99.000","-99.000","13.100","","2.900",""
"C0R170","2020-02-01 20:00:00","26.000","0.000","0.000","15.000","0.750","1019.100","","0.000","-99.000","-99.000","-99.000","24.200","","11.000",""
"C0I420","2020-02-01 20:00:00","305.000","13.000","0.300","12.800","0.750","986.800","","0.000","-99.000","-99.000","-99.000","20.500","","5.500",""
"C0A640","2020-02-01 20:00:00","241.000","0.000","0.000","11.300","0.740","998.600","","0.000","-99.000","-99.000","-99.000","16.300","","6.000",""
"C0A930","2020-02-01 20:00:00","216.000","160.000","0.300","12.300","0.740","998.300","","0.000","-99.000","-99.000","-99.000","13.300","","6.300",""
"C0F9M0","2020-02-01 20:00:00","230.000","33.000","1.100","14.000","0.610","995.100","","0.000","-99.000","-99.000","-99.000","18.900","","8.400",""
"C0AC40","2020-02-01 20:00:00","1079.000","249.000","1.600","4.500","0.990","899.200","","0.000","7.700","69.000","","7.800","","1.900",""
"C0AI00","2020-02-01 20:00:00","188.000","51.000","1.100","11.600","0.800","1003.000","","0.000","-99.000","-99.000","-99.000","18.600","","7.700",""
"C0T9M0","2020-02-01 20:00:00","92.000","319.000","1.700","13.900","0.900","1016.300","","1.500","-99.000","-99.000","-99.000","19.400","","12.000",""
"C0S960","2020-02-01 20:00:00","32.000","6.000","1.400","17.600","0.620","1020.200","","0.000","-99.000","-99.000","-99.000","20.300","","13.600",""
"C0K430","2020-02-01 20:00:00","30.000","10.000","1.200","14.500","0.820","1019.700","","0.000","-99.000","-99.000","-99.000","19.900","","8.100",""
"C0Z170","2020-02-01 20:00:00","199.000","292.000","0.600","14.300","0.780","1003.700","","0.000","-99.000","-99.000","-99.000","17.600","","8.800",""
"C0Z100","2020-02-01 20:00:00","36.000","0.000","0.000","13.500","0.910","1022.600","","0.000","-99.000","-99.000","-99.000","18.200","","8.900",""
"C0U710","2020-02-01 20:00:00","1942.000","0.000","0.000","-0.400","1.000","810.500","","0.000","-99.000","-99.000","-99.000","5.300","","-1.600",""
"C0SA30","2020-02-01 20:00:00","92.000","355.000","1.200","16.100","0.680","1014.900","","0.000","-99.000","-99.000","-99.000","19.200","","13.400",""
